gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,exchg,cik,costat,naicsh,sich,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,stko
019999,2020/12/31,2020,INDL,C,D,STD,AVPFF,05354K304,AVCORP INDUSTRIES INC,CAD,19,,A,,,2010,201010,20,20101010,336413,3728,110,925,0
020004,2020/12/31,2020,INDL,C,D,STD,WB,948596101,WEIBO CORP,USD,14,0001595761,A,519130,7370,5020,502030,50,50203010,519130,7370,,,0
020007,2020/12/31,2020,INDL,C,D,STD,DPMLF,265269209,DUNDEE PRECIOUS METLS  -CL A,USD,19,0001212233,A,212221,1040,1510,151040,15,15104030,212221,1040,850,800,0
020009,2020/12/31,2020,INDL,C,D,STD,LEJU,50187J108,LEJU HOLDINGS LTD  -ADR,USD,11,0001596856,A,531210,6531,2550,255020,25,25502020,531210,6531,,,0
020010,2020/12/31,2020,INDL,C,D,STD,AGRX,00847L100,AGILE THERAPEUTICS INC,USD,14,0001261249,A,325412,2834,3520,352020,35,35202010,325412,2834,,,0
020011,2020/12/31,2020,INDL,C,D,STD,TMST,887399103,TIMKENSTEEL CORP,USD,11,0001598428,A,331110,3312,1510,151040,15,15104050,331110,3312,,,0
020018,2020/12/31,2020,INDL,C,D,STD,ALDX,01438T106,ALDEYRA THERAPEUTICS INC,USD,14,0001341235,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
020019,2020/12/31,2020,INDL,C,D,STD,CVBF,126600105,CVB FINANCIAL CORP,USD,14,0000354647,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
020019,2020/12/31,2020,FS,C,D,STD,CVBF,126600105,CVB FINANCIAL CORP,USD,14,0000354647,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
020020,2020/12/31,2020,INDL,C,D,STD,CVEO,17878Y207,CIVEO CORP,USD,11,0001590584,A,721,7011,2020,202010,20,20201070,721,7011,,,0
020029,2020/03/31,2019,INDL,C,D,STD,CSWC,140501107,CAPITAL SOUTHWEST CORP,USD,14,0000017313,A,523999,6797,4020,402030,40,40203010,523999,6797,850,800,0
020029,2020/03/31,2019,FS,C,D,STD,CSWC,140501107,CAPITAL SOUTHWEST CORP,USD,14,0000017313,A,523999,6797,4020,402030,40,40203010,523999,6797,850,800,0
020040,2020/12/31,2020,INDL,C,D,STD,SCYX,811292200,SCYNEXIS INC,USD,14,0001178253,A,325414,2836,3520,352020,35,35202010,325414,2836,,,0
020041,2020/12/31,2020,INDL,C,D,STD,TEDU,876108101,TARENA INTL INC  -ADR,USD,14,0001592560,A,611420,8200,2530,253020,25,25302010,611420,8200,,,0
020042,2020/12/31,2020,INDL,C,D,STD,ADMS,00548A106,ADAMAS PHARMACEUTICALS INC,USD,14,0001328143,A,325412,2834,3520,352010,35,35201010,325412,2834,,,0
020044,2020/12/31,2020,INDL,C,D,STD,BGSF,05601C105,BGSF INC,USD,11,0001474903,A,561320,7363,2020,202020,20,20202010,561320,7363,,,0
020059,2020/10/31,2020,INDL,C,D,STD,FREVS,336142104,FIRST REAL ESTATE TR NJ INC,USD,19,0000036840,A,5311,6798,6010,601010,60,60101010,5311,6798,,,3
020066,2020/12/31,2020,INDL,C,D,STD,FPL,33739M100,FIRST TR NEW OPP MLP &ENERGY,USD,11,0001589420,A,,,,,,,525990,6726,,,
020067,2020/12/31,2020,INDL,C,D,STD,IHG,45857P806,INTERCONTINENTAL HOTELS GRP,USD,11,0000858446,A,721110,7011,2530,253010,25,25301020,721110,7011,310,976,0
020074,2020/03/31,2019,INDL,C,D,STD,PETV,716817408,PETVIVO HOLDINGS INC,USD,14,0001512922,A,339113,3842,3510,351010,35,35101010,339113,3842,,,0
020087,2020/12/31,2020,INDL,C,D,STD,TOLZ,74347B508,PROSHARES DJ BROOKFIELD GLBL,USD,17,,A,,,,,,,525910,6722,,,
020088,2020/01/31,2019,INDL,C,D,STD,BOX,10316T104,BOX INC,USD,11,0001372612,A,518210,7370,4510,451030,45,45103010,518210,7370,,,0
020089,2020/12/31,2020,INDL,C,D,STD,TMX,88087E100,TERMINIX GLOBAL HOLDINGS INC,USD,11,0001428875,A,561710,7340,2530,253020,25,25302020,561710,7340,,,0
020096,2020/03/31,2019,INDL,C,D,STD,CGC,138035100,CANOPY GROWTH CORP,CAD,14,0001737927,A,,,3520,352020,35,35202010,325411,2833,,,0
020098,2020/12/31,2020,INDL,C,D,STD,EDOG,00162Q668,ALPS EMERG SECTOR DIV DOGS,USD,17,,A,,,,,,,525910,6722,,,
020105,2020/12/31,2020,INDL,C,D,STD,FSK,302635206,FS KKR CAPITAL CORP,USD,11,0001422183,A,523999,6797,4020,402030,40,40203010,523999,6797,,,0
020109,2020/12/31,2020,INDL,C,D,STD,CCBG,139674105,CAPITAL CITY BK GROUP INC,USD,14,0000726601,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
020109,2020/12/31,2020,FS,C,D,STD,CCBG,139674105,CAPITAL CITY BK GROUP INC,USD,14,0000726601,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
020115,2020/06/30,2020,INDL,C,D,STD,PAHC,71742Q106,PHIBRO ANIMAL HEALTH CORP,USD,14,0001069899,A,325411,2833,3520,352020,35,35202010,325411,2833,,,0
020116,2020/12/31,2020,INDL,C,D,STD,PAYC,70432V102,PAYCOM SOFTWARE INC,USD,11,0001590955,A,518210,7370,4510,451030,45,45103010,518210,7370,,,0
020126,2020/03/31,2019,INDL,C,D,STD,WMS,00790R104,ADVANCED DRAINAGE SYSTEMS,USD,11,0001604028,A,326122,3080,2010,201020,20,20102010,326122,3080,,,0
020128,2020/12/31,2020,INDL,C,D,STD,CMCM,163075104,CHEETAH MOBILE INC  -ADR,USD,11,0001597835,A,511210,7372,4510,451030,45,45103010,511210,7372,,,0
020129,2020/12/31,2020,INDL,C,D,STD,MTLS,57667T100,MATERIALISE NV  -ADR,USD,14,0001091223,A,511210,7372,4510,451030,45,45103010,511210,7372,,,0
020130,2020/12/31,2020,INDL,C,D,STD,AY,G0751N103,ATLANTICA SUSTAINABLE INFRA,USD,14,0001601072,A,2211,4991,5510,551050,55,55105020,2211,4991,,,0
020135,2020/03/31,2019,INDL,C,D,STD,QTNT,G73268107,QUOTIENT LTD,USD,14,0001596946,A,325413,2835,3510,351010,35,35101020,325413,2835,,,0
020143,2020/12/31,2020,INDL,C,D,STD,MTBC,14167R100,CARECLOUD INC,USD,14,0001582982,A,519130,7370,3510,351030,35,35103010,519130,7370,,,0
020147,2020/12/31,2020,INDL,C,D,STD,SDPI,868153107,SUPERIOR DRILLING PRODUCTS,USD,12,0001600422,A,333132,3533,1010,101010,10,10101020,333132,3533,,,0
020149,2020/03/31,2019,INDL,C,D,STD,CNGO,15136X102,CENGAGE LEARNING HLDGS II,USD,19,,A,611710,8200,2530,253020,25,25302010,611710,8200,,,3
020170,2020/12/31,2020,INDL,C,D,STD,TOUR,89977P106,TUNIU CORP  -ADR,USD,14,0001597095,A,561520,4700,2530,253010,25,25301020,561520,4700,,,0
020179,2020/12/31,2020,INDL,C,D,STD,GLOP,Y2687W108,GASLOG PARTNERS LP,USD,11,0001598655,A,483111,4412,1010,101020,10,10102040,483111,4412,,,0
020185,2020/09/30,2020,INDL,C,D,STD,SMG,810186106,SCOTTS MIRACLE-GRO CO,USD,11,0000825542,A,3253,2870,1510,151010,15,15101030,3253,2870,270,976,0
020190,2020/12/31,2020,INDL,C,D,STD,GF,644465106,NEW GERMANY FUND INC,USD,11,0000858706,A,,,,,,,525990,6726,850,800,
020204,2020/12/31,2020,INDL,C,D,STD,ICON,451055305,ICONIX BRAND GROUP INC,USD,14,0000857737,I,533110,6794,2520,252030,25,25203010,533110,6794,455,976,0
020214,2020/12/31,2020,INDL,C,D,STD,ERF,292766102,ENERPLUS CORP,CAD,11,0001126874,A,,,1010,101020,10,10102020,2111,1311,850,800,0
020225,2020/12/31,2020,INDL,C,D,STD,NERV,603380106,MINERVA NEUROSCIENCES INC,USD,14,0001598646,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
020228,2020/06/30,2020,INDL,C,D,STD,CTLT,148806102,CATALENT INC,USD,11,0001596783,A,325412,2834,3520,352020,35,35202010,325412,2834,,,0
020229,2020/12/31,2020,INDL,C,D,STD,ZEN,98936J101,ZENDESK INC,USD,11,0001463172,A,518210,7370,4510,451030,45,45103010,518210,7370,,,0
020232,2020/10/31,2020,INDL,C,D,STD,KEYS,49338L103,KEYSIGHT TECHNOLOGIES INC,USD,11,0001601046,A,334515,3825,4520,452030,45,45203010,334515,3825,,,0
020233,2020/12/31,2020,INDL,C,D,STD,TBPH,G8807B106,THERAVANCE BIOPHARMA INC,USD,14,0001583107,A,325414,2836,3520,352020,35,35202010,325414,2836,,,0
020235,2020/12/31,2020,INDL,C,D,STD,DNOW,67011P100,NOW INC,USD,11,0001599617,A,423830,5084,2010,201070,20,20107010,423830,5084,,,0
020253,2020/12/31,2020,INDL,C,D,STD,BMPAF,10511J109,BRAMPTON BRICK LTD  -CL A,CAD,19,,I,,,1510,151020,15,15102010,327120,3250,155,976,0
020255,2020/01/31,2019,INDL,C,D,STD,BIBLF,94155W105,WATERLOO BREWING LTD,CAD,19,,A,,,3020,302010,30,30201010,312120,2082,140,978,0
020269,2020/08/31,2020,INDL,C,D,STD,CWLPF,12913L203,CALDWELL PARTNERS INTL INC,CAD,19,0001598399,A,,,2020,202020,20,20202010,541612,7361,457,978,0
020281,2020/12/31,2020,INDL,C,D,STD,OBNNF,688281104,OSISKO MINING INC,CAD,19,0001665907,A,,,1510,151040,15,15104030,212221,1040,,,0
020285,2020/10/31,2020,INDL,C,D,STD,CBWBF,13677F101,CANADIAN WESTERN BANK,CAD,19,0001030298,A,,6020,4010,401010,40,40101015,522110,6020,810,800,0
020285,2020/10/31,2020,FS,C,D,STD,CBWBF,13677F101,CANADIAN WESTERN BANK,CAD,19,0001030298,A,,6020,4010,401010,40,40101015,522110,6020,810,800,0
020288,2020/10/31,2020,INDL,C,D,STD,HLBYL,42772P102,HERON LAKE BIOENERGY LLC,USD,19,0001286964,A,325193,2860,1010,101020,10,10102030,325193,2860,,,3
020299,2020/12/31,2020,INDL,C,D,STD,LOB,53803X105,LIVE OAK BANCSHARES INC,USD,14,0001462120,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
020299,2020/12/31,2020,FS,C,D,STD,LOB,53803X105,LIVE OAK BANCSHARES INC,USD,14,0001462120,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
020300,2020/12/31,2020,INDL,C,D,STD,CETEF,14916J102,CATHEDRAL ENERGY SVCS LTD,CAD,19,0001698643,A,,,1010,101010,10,10101010,213111,1381,395,935,0
020304,2020/01/31,2019,INDL,C,D,STD,LCUAF,521129205,LE CHATEAU  -CL B,CAD,19,,A,,,2550,255040,25,25504010,448140,5651,452,976,0
020307,2020/12/31,2020,INDL,C,D,STD,ANGN,03476J107,ANGION BIOMEDICA CORP,USD,14,0001601485,A,325412,2834,3520,352020,35,35202010,325412,2834,,,0
020315,2020/08/31,2020,INDL,C,D,STD,CGECF,19238T100,COGECO INC  -SUB VTG,CAD,19,,A,,,5020,502010,50,50201030,517311,4841,150,978,0
020323,2020/12/31,2020,INDL,C,D,STD,BNEFF,098546104,BONTERRA ENERGY CORP,CAD,19,,A,,,1010,101020,10,10102020,2111,1311,380,935,0
020333,2020/07/31,2020,INDL,C,D,STD,IBXNF,448937508,IBEX TECHNOLOGIES INC,CAD,19,0000890859,A,,,3520,352010,35,35201010,325414,2836,147,905,0
020337,2020/12/31,2020,INDL,C,D,STD,SRRTF,831062203,SLATE GROCERY REIT,USD,19,,A,531120,6798,6010,601010,60,60101070,531120,6798,,,0
020338,2020/12/31,2020,INDL,C,D,STD,PRMW,74167P108,PRIMO WATER CORP,USD,11,0000884713,A,312111,2086,3020,302010,30,30201030,312111,2086,145,978,0
020341,2020/12/31,2020,INDL,C,D,STD,XEU.,46434W108,ISHARES MSCI EUROPE IMI IDX,CAD,7,,A,,,,,,,525910,6722,,,
020344,2020/12/31,2020,INDL,C,D,STD,WPGGQ,93964W405,WASHINGTON PRIME GROUP INC,USD,19,0001594686,A,531120,6798,6010,601010,60,60101070,531120,6798,,,3
020344,2020/12/31,2020,FS,C,D,STD,WPGGQ,93964W405,WASHINGTON PRIME GROUP INC,USD,19,0001594686,A,531120,6798,6010,601010,60,60101070,531120,6798,,,3
020350,2020/12/31,2020,INDL,C,D,STD,DXIEF,267473106,DXI CAPITAL CORP,CAD,19,0001323838,A,,,1010,101020,10,10102020,2111,1311,,,0
020389,2020/12/31,2020,INDL,C,D,STD,BYLD,46434V787,ISHARES YIELD OPTIMIZED BOND,USD,17,,A,,,,,,,525910,6722,,,
020392,2020/09/30,2020,INDL,C,D,STD,EXCOF,30150P109,EXCO TECHNOLOGIES LTD,CAD,19,,A,,,2510,251010,25,25101010,333514,3540,357,925,0
020400,2020/12/31,2020,INDL,C,D,STD,XEH.,46434X106,ISHARES MSCI EU IMI CAD-HDG,CAD,7,,A,,,,,,,525910,6722,,,
020412,2020/12/31,2020,INDL,C,D,STD,ARES,03990B101,ARES MANAGEMENT CORP,USD,11,0001176948,A,523920,6282,4020,402030,40,40203010,523920,6282,,,0
020416,2020/12/31,2020,INDL,C,D,STD,ECVTF,278893102,ECONOMIC INVESTMENT TR LTD,CAD,19,,A,,,4020,402030,40,40203010,523999,6199,850,800,0
020420,2020/12/31,2020,INDL,C,D,STD,OEC,L72967109,ORION ENGINEERED CARBONS SA,USD,11,0001609804,A,325180,2890,1510,151010,15,15101010,325180,2890,,,0
020422,2020/12/31,2020,INDL,C,D,STD,HRTG,42727J102,HERITAGE INSURANCE HOLDINGS,USD,11,0001598665,A,524126,6331,4030,403010,40,40301040,524126,6331,,,0
020422,2020/12/31,2020,FS,C,D,STD,HRTG,42727J102,HERITAGE INSURANCE HOLDINGS,USD,11,0001598665,A,524126,6331,4030,403010,40,40301040,524126,6331,,,0
020430,2020/12/31,2020,INDL,C,D,STD,SLM,78442P106,SLM CORP,USD,14,0001032033,A,5222,6141,4020,402020,40,40202010,5222,6141,,,0
020430,2020/12/31,2020,FS,C,D,STD,SLM,78442P106,SLM CORP,USD,14,0001032033,A,5222,6141,4020,402020,40,40202010,5222,6141,,,0
020441,2020/12/31,2020,INDL,C,D,STD,GWGH,36192A109,GWG HOLDINGS INC,USD,14,0001522690,A,523999,6799,4020,402010,40,40201040,523999,6799,,,0
020443,2020/12/31,2020,INDL,C,D,STD,PHR.,74640L104,PURPOSE DURATION HGD RL EST,CAD,7,,A,,,,,,,525910,6722,,,
020446,2020/12/31,2020,INDL,C,D,STD,PHE.B,74640M102,PURPOSE TACTICAL HDGD EQ NON,CAD,7,,A,,,,,,,525910,6722,,,
020448,2020/12/31,2020,INDL,C,D,STD,CN,233051762,XTRACKERS MSCI ALL CHINA EQU,USD,17,,A,,,,,,,525910,6722,,,
020452,2020/12/31,2020,INDL,C,D,STD,PBI.,74640J109,PURPOSE BEST IDEAS FUND,CAD,7,,A,,,,,,,525910,6722,,,
020456,2020/12/31,2020,INDL,C,D,STD,HMFAF,40851T102,HAMMOND MFG LTD  -CL A,CAD,19,,A,,,2010,201040,20,20104010,335932,3640,220,925,0
020463,2020/12/31,2020,INDL,C,D,STD,VRP,46138G870,INVESCO VARIABLE RATE PREFER,USD,17,,A,,,,,,,525910,6722,,,
020466,2020/12/31,2020,INDL,C,D,STD,QAT,46434V779,ISHARES MSCI QATAR CAPPD ETF,USD,14,,A,,,,,,,525910,6722,,,
020467,2020/12/31,2020,INDL,C,D,STD,UAE,46434V761,ISHARES MSCI UAE CAPPED ETF,USD,14,,A,,,,,,,525910,6722,,,
020473,2020/12/31,2020,INDL,C,D,STD,WLKP,960417103,WESTLAKE CHEMICAL PRTNRS LP,USD,11,0001604665,A,325199,2860,1510,151010,15,15101010,325199,2860,,,0
020475,2020/12/31,2020,INDL,C,D,STD,GCAAF,401339304,GUARDIAN CAP GRP LTD  -CL A,CAD,19,,A,,6211,4020,402030,40,40203010,523120,6211,822,800,0
020475,2020/12/31,2020,FS,C,D,STD,GCAAF,401339304,GUARDIAN CAP GRP LTD  -CL A,CAD,19,,A,,6211,4020,402030,40,40203010,523120,6211,822,800,0
020477,2020/12/31,2020,INDL,C,D,STD,MET1,59299A004,METROPOLITAN LIFE INSURANCE,USD,0,0000937834,A,524113,6311,4030,403010,40,40301020,524113,6311,,,1
020483,2020/11/30,2020,INDL,C,D,STD,FTGFF,318093101,FIRAN TECHNOLOGY GROUP CORP,CAD,19,,A,,,4520,452030,45,45203020,334413,3674,220,925,0
020487,2020/12/31,2020,INDL,C,D,STD,HMCBF,436913107,HOME CAPITAL GROUP INC -CL B,CAD,19,,A,,6036,4010,401020,40,40102010,522120,6036,840,800,0
020487,2020/12/31,2020,FS,C,D,STD,HMCBF,436913107,HOME CAPITAL GROUP INC -CL B,CAD,19,,A,,6036,4010,401020,40,40102010,522120,6036,840,800,0
020488,2020/12/31,2020,INDL,C,D,STD,GSS,38119T807,GOLDEN STAR RESOURCES LTD,USD,12,0000903571,A,212221,1040,1510,151040,15,15104030,212221,1040,265,970,0
020496,2020/12/31,2020,INDL,C,D,STD,ATTO,L0427L204,ATENTO SA,USD,11,0001606457,A,518210,7374,2020,202010,20,20201060,518210,7374,,,0
020500,2020/12/31,2020,INDL,C,D,STD,IPMLF,452892102,IMPERIAL METALS CORP,CAD,19,0001228274,A,,,1510,151040,15,15104025,212,1000,360,970,0
020502,2020/12/31,2020,INDL,C,D,STD,RYAM,75508B104,RAYONIER ADVANCED MATERIALS,USD,11,0001597672,A,3252,2820,1510,151010,15,15101050,3252,2820,,,0
020503,2020/12/31,2020,INDL,C,D,STD,EUDG,97717X610,WISDOMTREE EUR QLTY DIV GRW,USD,17,,A,,,,,,,525910,6722,,,
020511,2020/12/31,2020,INDL,C,D,STD,IHDG,97717X594,WISDOMTREE INTL HGD QLTY DIV,USD,17,,A,,,,,,,525910,6722,,,
020517,2020/12/31,2020,INDL,C,D,STD,LMB,53263P105,LIMBACH HOLDINGS INC,USD,14,0001606163,A,238,1700,2010,201030,20,20103010,238,1700,,,0
020521,2020/12/31,2020,INDL,C,D,STD,MET2,59199A005,BRIGHTHOUSE LIFE INSURNCE CO,USD,0,0000733076,A,524113,6311,4030,403010,40,40301020,524113,6311,,,1
020523,2020/12/31,2020,INDL,C,D,STD,IVXLF,461208209,INVENTRONICS LTD,CAD,19,,A,,,2010,201020,20,20102010,332111,3460,355,925,0
020525,2020/12/31,2020,INDL,C,D,STD,ABSSF,00927V200,AIRBOSS OF AMERICA CORP,USD,19,,A,326299,3060,1510,151010,15,15101010,326299,3060,355,925,0
020529,2020/12/31,2020,INDL,C,D,STD,ELRFF,276855509,EASTERN PLATINUM LTD,USD,19,0001327308,A,212299,1090,1510,151040,15,15104040,212299,1090,,,0
020530,2020/03/31,2019,INDL,C,D,STD,BABA,01609W102,ALIBABA GROUP HLDG,USD,11,0001577552,A,519130,7370,2550,255020,25,25502020,519130,7370,,,0
020531,2020/12/31,2020,INDL,C,D,STD,HBB.,44055A109,HORIZONS CDN SELECT UNV BD,CAD,7,,A,,,,,,,525910,6722,,,
020534,2020/12/31,2020,INDL,C,D,STD,VNOM,92763M105,VIPER ENERGY PARTNERS LP,USD,14,0001602065,A,533110,6792,1010,101020,10,10102020,533110,6792,,,0
020539,2020/12/31,2020,INDL,C,D,STD,PBFX,69318Q104,PBF LOGISTICS LP,USD,11,0001582568,A,486110,4610,1010,101020,10,10102040,486110,4610,,,0
020540,2020/12/31,2020,INDL,C,D,STD,TRUE,89785L107,TRUECAR INC,USD,14,0001327318,A,519130,7370,5020,502030,50,50203010,519130,7370,,,0
020547,2020/12/31,2020,INDL,C,D,STD,FOMC,344429105,FOMO CORP,USD,19,0000867028,A,519130,7370,5020,502030,50,50203010,519130,7370,,,3
020548,2020/12/31,2020,INDL,C,D,STD,CTRA,127097103,COTERRA ENERGY INC,USD,11,0000858470,A,2111,1311,1010,101020,10,10102020,2111,1311,380,935,0
020554,2020/12/31,2020,INDL,C,D,STD,NAOV,63008J108,NANOVIBRONIX INC,USD,14,0001326706,A,334510,3845,3510,351010,35,35101010,334510,3845,,,0
020561,2020/12/31,2020,INDL,C,D,STD,LIMAF,53278L107,LINAMAR CORP,CAD,19,0001226185,A,,,2510,251010,25,25101010,336390,3714,130,976,0
020565,2020/12/31,2020,INDL,C,D,STD,LTKBF,541411401,LOGISTEC CORP,CAD,19,,A,,,2030,203050,20,20305030,488320,4400,612,600,0
020567,2020/12/31,2020,INDL,C,D,STD,MRNS,56854Q200,MARINUS PHARMACEUTICALS INC,USD,14,0001267813,A,325414,2836,3520,352020,35,35202010,325414,2836,,,0
020570,2020/12/31,2020,INDL,C,D,STD,MDCA,552697104,MDC PARTNERS INC,USD,14,,I,541810,7311,5020,502010,50,50201010,541810,7311,456,976,0
020590,2020/12/31,2020,INDL,C,D,STD,NLBS,67098B107,NUTRALIFE BIOSCIENCES INC,USD,19,0001563463,A,325412,2834,3030,303020,30,30302010,325412,2834,,,3
020600,2020/11/30,2020,INDL,C,D,STD,NG,66987E206,NOVAGOLD RESOURCES LTD,USD,12,0001173420,A,21222,1040,1510,151040,15,15104030,21222,1040,265,970,0
020601,2020/03/31,2019,INDL,C,D,STD,MTLRF,591307103,METALORE RESOURCES LTD,CAD,19,,A,,,1010,101020,10,10102020,2111,1311,,,0
020606,2020/12/31,2020,INDL,C,D,STD,OUNZ,921078101,VANECK MERK GOLD TRUST,USD,17,,A,,,,,,,525910,6722,,,
020608,2020/12/31,2020,INDL,C,D,STD,FMB,33739N108,FIRST TRUST MANAGED MUNI ETF,USD,14,,A,,,,,,,525910,6722,,,
020612,2020/12/31,2020,INDL,C,D,STD,NWIFF,670902402,NUINSCO RESOURCES LTD,CAD,19,0000825178,A,,,1510,151040,15,15104040,212,1000,,,3
020618,2020/08/31,2020,INDL,C,D,STD,OPWEF,683476600,OPAWICA EXPLORATIONS INC,CAD,19,0001031012,A,,,1510,151040,15,15104030,212,1000,,,0
020621,2020/12/31,2020,INDL,C,D,STD,DMTK,24984K105,DERMTECH INC,USD,14,0001651944,A,325413,2835,3520,352010,35,35201010,325413,2835,,,0
020628,2020/12/31,2020,INDL,C,D,STD,ISTR,46134L105,INVESTAR HOLDING CORP,USD,14,0001602658,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
020628,2020/12/31,2020,FS,C,D,STD,ISTR,46134L105,INVESTAR HOLDING CORP,USD,14,0001602658,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
020629,2020/12/31,2020,INDL,C,D,STD,MEAUF,60928P107,MONETA GOLD INC,CAD,19,,A,,,1510,151040,15,15104030,212221,1040,,,0
020644,2020/12/31,2020,INDL,C,D,STD,GPRO,38268T103,GOPRO INC,USD,14,0001500435,A,333316,3861,2520,252010,25,25201010,333316,3861,,,0
020645,2020/12/31,2020,INDL,C,D,STD,ARDX,039697107,ARDELYX INC,USD,14,0001437402,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
020646,2020/09/30,2020,INDL,C,D,STD,ORVMF,68759M101,ORVANA MINERALS CORP,USD,19,0001095744,A,212221,1040,1510,151040,15,15104030,212221,1040,265,970,0
020649,2020/12/31,2020,INDL,C,D,STD,SNDX,87164F105,SYNDAX PHARMACEUTICALS INC,USD,14,0001395937,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
020653,2020/12/31,2020,INDL,C,D,STD,DEN,24790A101,DENBURY INC,USD,11,0000945764,A,2111,1311,1010,101020,10,10102020,2111,1311,380,935,0
020655,2020/12/31,2020,INDL,C,D,STD,NEP,65341B106,NEXTERA ENERGY PARTNERS LP,USD,11,0001603145,A,2211,,5510,551050,55,55105020,2211,4911,,,0
020658,2020/12/31,2020,INDL,C,D,STD,GGROU,381061100,GOLDEN GROWERS COOPERATIVE,USD,19,0001489874,A,115114,700,3020,302020,30,30202010,115114,0700,,,3
020659,2020/12/31,2020,INDL,C,D,STD,AMPH,03209R103,AMPHASTAR PHARMACEUTICLS INC,USD,14,0001297184,A,325412,2834,3520,352020,35,35202010,325412,2834,,,0
020661,2020/12/31,2020,INDL,C,D,STD,VEC,92242T101,VECTRUS INC,USD,11,0001601548,A,561210,8744,2010,201010,20,20101010,561210,8744,,,0
020664,2020/12/31,2020,INDL,C,D,STD,ASHS,233051754,XTRACKERS HARVEST CSI 500 CH,USD,17,,A,,,,,,,525910,6722,,,
020670,2020/12/31,2020,INDL,C,D,STD,PAAS,697900108,PAN AMERICAN SILVER CORP,USD,14,0000771992,A,212222,1040,1510,151040,15,15104045,212222,1040,360,970,0
020676,2020/12/31,2020,INDL,C,D,STD,PRMRF,699320206,PARAMOUNT RESOURCES LTD,CAD,19,0001262767,A,,,1010,101020,10,10102020,2111,1311,380,935,0
020677,2020/12/31,2020,INDL,C,D,STD,FFWM,32026V104,FIRST FOUNDATION INC,USD,14,0001413837,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
020677,2020/12/31,2020,FS,C,D,STD,FFWM,32026V104,FIRST FOUNDATION INC,USD,14,0001413837,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
020684,2020/12/31,2020,INDL,C,D,STD,OBELF,674482203,OBSIDIAN ENERGY LTD,CAD,19,0001334388,A,,,1010,101020,10,10102020,2111,1311,380,935,0
020686,2020/12/31,2020,INDL,C,D,STD,SYF,87165B103,SYNCHRONY FINANCIAL,USD,11,0001601712,A,522210,6141,4020,402020,40,40202010,522210,6141,,,0
020686,2020/12/31,2020,FS,C,D,STD,SYF,87165B103,SYNCHRONY FINANCIAL,USD,11,0001601712,A,522210,6141,4020,402020,40,40202010,522210,6141,,,0
020689,2020/12/31,2020,INDL,C,D,STD,PFBOF,69331T101,PFB CORP,CAD,19,,A,,,2010,201020,20,20102010,3261,3080,,,0
020692,2020/06/30,2020,INDL,C,D,STD,KE,49428J109,KIMBALL ELECTRONICS INC,USD,14,0001606757,A,334413,3674,4520,452030,45,45203020,334413,3674,,,0
020695,2020/12/31,2020,INDL,C,D,STD,PDS,74022D407,PRECISION DRILLING CORP,CAD,11,0001013605,A,,,1010,101010,10,10101010,213111,1381,395,935,0
020696,2020/12/31,2020,INDL,C,D,STD,DOOR,575385109,MASONITE INTERNATIONAL CORP,USD,11,0000893691,A,321911,2430,2010,201020,20,20102010,321911,2430,400,970,0
020699,2020/12/31,2020,INDL,C,D,STD,LTRPA,531465102,LIBERTY TRIPADVISOR HOLDINGS,USD,14,0001606745,A,519130,7370,5020,502030,50,50203010,519130,7370,,,0
020710,2020/12/31,2020,INDL,C,D,STD,PREKF,739721108,PRAIRIESKY ROYALTY LTD,CAD,19,,A,,,1010,101020,10,10102020,533110,6792,,,0
020712,2020/12/31,2020,INDL,C,D,STD,LQDH,46431W705,ISHARES INT RATE HDGD CP BD,USD,17,,A,,,,,,,525910,6722,,,
020713,2020/12/31,2020,INDL,C,D,STD,HYGH,46431W606,ISHARES INT RATE HDGD HI YLD,USD,17,,A,,,,,,,525910,6722,,,
020720,2020/12/31,2020,INDL,C,D,STD,RLMD,75955J402,RELMADA THERAPEUTICS INC,USD,14,0001553643,A,325412,2834,3520,352020,35,35202010,325412,2834,,,0
020727,2020/03/31,2019,INDL,C,D,STD,CVTGF,17965L100,CLAIRVEST GROUP INC,CAD,19,,A,,,4020,402030,40,40203010,523999,6799,850,800,0
020740,2020/12/31,2020,INDL,C,D,STD,VIA,92556D106,VIA RENEWABLES INC,USD,14,0001606268,A,,,5510,551010,55,55101010,2211,4931,,,0
